,Unnamed: 0,n,token,lemma,pos
6256,6256,3,κυρεῖ,κυρέω,v3spia---
6257,6257,4,τις,τις,p-s---mn-
6258,6258,5,πέλας,πέλας,d--------
6259,6259,6,οἰωνοπόλων,οἰωνοπόλος,n-p---mg-
6260,6260,1,ἔγγαιος,ἔγγειος,a-s---mn-
6261,6261,2,οἶκτον,οἶκτος,n-s---ma-
6262,6262,3,οἰκτρὸν,οἰκτρός,a-s---ma-
6263,6263,4,ἀίων,ἀΐω,v-sppamn-
6264,6264,5,",",",",u--------
6265,6265,1,δοξάσει,δοξάζω,v3sfia---
6266,6266,2,τις,τις,p-s---mn-
6267,6267,3,ἀκούειν,ἀκούω,v--pna---
6268,6268,4,ὄπα,ὄψ,n-s---fa-
6269,6269,5,τᾶς,ὁ,---------
6270,6270,6,Τηρεΐας,Τηρέϊος,a-s---fg-
6271,6271,1,Μήτιδος,μῆτις,n-s---fg-
6272,6272,2,οἰκτρᾶς,οἰκτρός,a-s---fg-
6273,6273,3,ἀλόχου,ἄλοχος,n-s---fg-
6274,6274,4,",",",",u--------
6275,6275,1,κιρκηλάτου,κιρκήλατος,a-s---fg-
6276,6276,2,τʼ,σύ,r--------
6277,6277,3,ἀηδόνος,ἀηδών,n-s---fg-
6278,6278,4,",",",",u--------
6279,6279,1,Χορός,χορός,n-s---mn-
6280,6280,1,ἅτʼ,ἅτε,p-s---fg-
6281,6281,2,ἀπὸ,ἀπό,r--------
6282,6282,3,χλωρῶν,χλωρός,a-p---ng-
6283,6283,4,πετάλων,πέταλος,a-p---ng-
6284,6284,5,ἐργομένα,ἔργω,v-sppefn-
6285,6285,1,πενθεῖ,πενθέω,v3spia---
6286,6286,2,μὲν,μέν,g--------
6287,6287,3,οἶκτον,οἶκτος,n-s---ma-
6288,6288,4,ἠθέων,ἦθος,n-p---ng-
6289,6289,5,·,·,u--------
6290,6290,1,ξυντίθησι,συντίθημι,v3spia---
6291,6291,2,δὲ,δέ,g--------
6292,6292,3,παιδὸς,παῖς,n-s---mg-
6293,6293,4,μόρον,μόρος,n-s---ma-
6294,6294,5,",",",",u--------
6295,6295,6,ὡς,ὡς,d--------
6296,6296,7,αὐτοφόνως,αὐτοφόνος,d--------
6297,6297,1,ὤλετο,ὄλλυμι,v3sai----
6298,6298,2,πρὸς,πρός,r--------
6299,6299,3,χειρὸς,χείρ,n-s---fg-
6300,6300,4,ἕθεν,ἕ,p-s---fg-
6301,6301,1,δυσμάτορος,δυσμήτωρ,n-s---mg-
6302,6302,2,κότου,κότος,n-s---mg-
6303,6303,3,τυχών,τυγχάνω,v-sapamn-
6304,6304,4,·,·,u--------
6305,6305,1,Χορός,χορός,n-s---mn-
6306,6306,1,τὼς,τώς,d--------
6307,6307,2,καὶ,καί,d--------
6308,6308,3,ἐγὼ,ἐγώ,p-s---fn-
6309,6309,4,φιλόδυρ,,v1sasm---
6310,6310,5,-,-,u--------
6311,6311,1,τος,,a-p---fn-
6312,6312,2,Ἰαονίοισι,Ἰαόνιος,a-p---md-
6313,6313,3,νόμοισι,νόμος,n-p---md-
6314,6314,1,δάπτω,δάπτω,v1spia---
6315,6315,2,τὰν,ὁ,l-s---fa-
6316,6316,3,ἁπαλὰν,ἁπαλός,a-s---fa-
6317,6317,1,Νειλοθερῆ,Νειλοθερής,a-s---fa-
6318,6318,2,παρειὰν,παρειά,n-s---fa-
6319,6319,1,ἀπειρόδακρύν,ἀπειρόδακρυς,a-s---ma-
6320,6320,2,τε,τε,g--------
6321,6321,3,καρδίαν,καρδία,n-s---fa-
6322,6322,4,.,.,u--------
6323,6323,1,γοεδνὰ,γοερός,a-p---na-
6324,6324,2,δʼ,δέ,g--------
6325,6325,3,ἀνθεμίζομαι,ἀνθεμίζομαι,v1spie---
6326,6326,1,δειμαίνουσα,δειμαίνω,v-sppafn-
6327,6327,2,φίλους,φίλος,a-p---ma-
6328,6328,3,",",",",u--------
6329,6329,4,τᾶσδε,ὅδε,p-s---fg-
6330,6330,5,φυγᾶς,φυγή,n-s---fg-
6331,6331,1,ἀερίας,ἀέριος,a-s---fg-
6332,6332,2,ἀπὸ,ἀπό,r--------
6333,6333,3,γᾶς,γῆ,n-s---fg-
6334,6334,1,εἴ,εἰ,c--------
6335,6335,2,τις,τις,p-s---mn-
6336,6336,3,ἐστὶ,εἰμί,v3spia---
6337,6337,4,κηδεμών,κηδεμών,n-s---mn-
6338,6338,5,.,.,u--------
6339,6339,1,Χορός,χορός,n-s---mn-
6340,6340,1,ἀλλά,ἀλλά,d--------
6341,6341,2,",",",",u--------
6342,6342,3,θεοὶ,θεός,n-p---mv-
6343,6343,4,γενέται,γενέτης,n-p---mv-
6344,6344,1,κλύετʼ,κλύω,v2pama---
6345,6345,2,εὖ,εὖ,d--------
6346,6346,3,τὸ,ὁ,l-s---na-
6347,6347,4,δίκαιον,δίκαιος,a-s---na-
6348,6348,5,ἰδόντες,ὁράω,v-papamn-
6349,6349,6,·,·,u--------
6350,6350,1,ἥβᾳ,ἥβη,n-s---fd-
6351,6351,2,μὴ,μή,d--------
6352,6352,3,τέλεον,τελέω,v3piia---
6353,6353,1,δόντες,δίδωμι,v-papamn-
6354,6354,2,ἔχειν,ἔχω,v--pna---
6355,6355,3,παρʼ,παρά,r--------
6356,6356,4,αἶσαν,αἶσα,n-s---fa-
6357,6357,5,",",",",u--------
6358,6358,1,ὕβριν,ὕβρις,n-s---fa-
6359,6359,2,δʼ,δέ,g--------
6360,6360,3,ἑτοίμως,ἑτοῖμος,d--------
6361,6361,4,στυγοῦντες,στυγέω,v-pppamn-
6362,6362,5,",",",",u--------
6363,6363,1,πέλοιτʼ,πέλω,p-p---fa-
6364,6364,2,ἂν,ἄν,g--------
6365,6365,3,ἔνδικοι,ἔνδικος,a-p---mn-
6366,6366,4,γάμοις,γάμος,n-p---md-
6367,6367,5,.,.,u--------
6368,6368,1,ἔστι,εἰμί,v3spia---
6369,6369,2,δὲ,δέ,g--------
6370,6370,3,κἀκ,ἐκ,r--------
6371,6371,4,πολέμου,πόλεμος,n-s---mg-
6372,6372,5,τειρομένοις,τείρω,v-pppemd-
6373,6373,1,βωμὸς,βωμός,n-s---mn-
6374,6374,2,ἀρῆς,ἀρή,n-s---fg-
6375,6375,3,φυγάσιν,φυγάς,n-p---md-
6376,6376,1,ῥῦμα,ῥῦμα,n-s---nn-
6377,6377,2,",",",",u--------
6378,6378,3,δαιμόνων,δαίμων,n-p---fg-
6379,6379,4,σέβας,σέβας,n-s---nn-
6380,6380,5,.,.,u--------
6381,6381,1,Χορός,χορός,n-s---mn-
6382,6382,1,εὖ,εὖ,d--------
6383,6383,2,δʼ,δέ,g--------
6384,6384,3,εἴη,ἐάω,v3siia---
6385,6385,4,Διόθεν,Ζεύς,d--------
6386,6386,5,παναληθῶς,παναληθής,d--------
6387,6387,6,.,.,u--------
6388,6388,1,Διὸς,Ζεύς,n-s---mg-
6389,6389,2,ἵμερος,ἵμερος,n-s---mn-
6390,6390,3,οὐκ,οὐ,d--------
6391,6391,4,εὐθήρατος,εὐθήρατος,a-s---mn-
6392,6392,5,ἐτύχθη,τεύχω,v3saip---
6393,6393,6,.,.,u--------
6394,6394,1,παντᾷ,πάντῃ,d--------
6395,6395,2,τοι,τοι,g--------
6396,6396,3,φλεγέθει,φλεγέθω,v3spia---
6397,6397,1,κἀν,εἰς,r--------
6398,6398,2,σκότῳ,σκότος,n-s---md-
6399,6399,3,μελαίνᾳ,μέλας,a-s---fd-
6400,6400,4,ξὺν,σύν,r--------
6401,6401,5,τύχᾳ,τύχη,n-s---fd-
6402,6402,1,μερόπεσσι,μέροψ,n-p---md-
6403,6403,2,λαοῖς,λαός,n-p---md-
6404,6404,3,.,.,u--------
6405,6405,1,Χορός,χορός,n-s---mn-
6406,6406,1,πίπτει,πίπτω,v3spia---
6407,6407,2,δʼ,δέ,g--------
6408,6408,3,ἀσφαλὲς,ἀσφαλής,a-s---na-
6409,6409,4,οὐδʼ,οὐδέ,v1slia---
6410,6410,5,ἐπὶ,ἐπί,r--------
6411,6411,6,νώτῳ,νῶτος,n-s---md-
6412,6412,7,",",",",u--------
6413,6413,1,κορυφᾷ,κορυφή,n-s---fd-
6414,6414,2,Διὸς,Ζεύς,n-s---mg-
6415,6415,3,εἰ,εἰ,c--------
6416,6416,4,κρανθῇ,κραίνω,v3sasp---
6417,6417,5,",",",",u--------
6418,6418,6,πρᾶγμα,πρᾶγμα,n-s---nn-
6419,6419,7,τέλειον,τέλειος,a-s---nn-
6420,6420,8,.,.,u--------
6421,6421,1,δαυλοὶ,δαυλός,a-p---mn-
6422,6422,2,γὰρ,γάρ,g--------
6423,6423,3,πραπίδων,πραπίδες,n-p---fg-
6424,6424,1,δάσκιοί,δάσκιος,a-p---fn-
6425,6425,2,τε,τε,g--------
6426,6426,3,τείνουσιν,τείνω,v3ppia---
6427,6427,4,πόροι,πόρος,n-p---mn-
6428,6428,1,κατιδεῖν,καθοράω,v--ana---
6429,6429,2,ἄφραστοι,ἄφραστος,a-p---mn-
6430,6430,3,.,.,u--------
6431,6431,1,Χορός,χορός,n-s---mn-
6432,6432,1,ἰάπτει,ἰάπτω,v3spia---
6433,6433,2,δʼ,δέ,g--------
6434,6434,3,ἐλπίδων,ἐλπίς,n-p---fg-
6435,6435,1,ἀφʼ,ἀπό,r--------
6436,6436,2,ὑψιπύργων,ὑψίπυργος,a-p---fg-
6437,6437,3,πανώλεις,πανώλης,a-p---ma-
6438,6438,1,βροτούς,βροτός,n-p---ma-
6439,6439,2,",",",",u--------
6440,6440,3,βίαν,βία,n-s---fa-
6441,6441,4,δʼ,δέ,g--------
6442,6442,1,οὔτινʼ,οὔτις,a-s---fa-
6443,6443,2,ἐξοπλίζει,ἐξοπλίζω,v3spia---
6444,6444,3,·,·,u--------
6445,6445,1,πᾶν,πᾶς,a-s---nn-
6446,6446,2,ἄπονον,ἄπονος,a-s---nn-
6447,6447,3,δαιμονίων,δαιμόνιον,n-p---ng-
6448,6448,4,.,.,u--------
6449,6449,1,ἥμενος,ἧμαι,v-srp-mn-
6450,6450,2,ὃν,ὅς2,p-s---na-
6451,6451,3,φρόνημά,φρόνημα,n-s---na-
6452,6452,4,πως,πως,g--------
6453,6453,1,αὐτόθεν,αὐτός,d--------
6454,6454,2,ἐξέπραξεν,ἐκπράσσω,v3saia---
6455,6455,3,ἔμπας,ἔμπας,d--------
6456,6456,1,ἑδράνων,ἕδρανον,n-p---ng-
6457,6457,2,ἐφʼ,ἐπί,l-p---ng-
6458,6458,3,ἁγνῶν,ἁγνός,a-p---ng-
6459,6459,4,.,.,u--------
6460,6460,1,Χορός,,n-s---mn-
6461,6461,1,ἰδέσθω,ὁράω,v3spme---
6462,6462,2,δʼ,δέ,g--------
6463,6463,3,εἰς,εἰς,r--------
6464,6464,4,ὕβριν,ὕβρις,n-s---fa-
6465,6465,1,βρότειον,βρότειος,a-s---ma-
6466,6466,2,",",",",u--------
6467,6467,3,οἵα,οἷος,a-s---fn-
6468,6468,4,νεάζει,νεάζω,v3spia---
6469,6469,1,πυθμὴν,πυθμήν,n-s---fa-
6470,6470,2,διʼ,διά,r--------
6471,6471,3,ἁ,ὁ,l-s---fn-
6472,6472,4,-,-,u--------
6473,6473,1,μὸν,,n-s---ma-
6474,6474,2,γάμον,γάμος,n-s---ma-
6475,6475,3,τεθαλὼς,θάλλω,v-srpamn-
6476,6476,1,δυσπαραβούλοισι,δυσπαράβουλος,a-p---fd-
6477,6477,2,φρεσίν,φρήν,n-p---fd-
6478,6478,3,",",",",u--------
6479,6479,1,καὶ,καί,c--------
6480,6480,2,διάνοιαν,διάνοια,n-s---fa-
6481,6481,3,μαινόλιν,μαινόλης,n-s---fa-
6482,6482,1,κέντρον,κέντρον,n-s---na-
6483,6483,2,ἔχων,ἔχω,v-sppamn-
6484,6484,3,ἄφυκτον,ἄφυκτος,a-s---na-
6485,6485,4,",",",",u--------
6486,6486,5,ἄταν,ἄτη,n-s---fa-
6487,6487,6,δʼ,δέ,g--------
6488,6488,1,ἀπάτᾳ,ἀπάτη,n-s---fd-
6489,6489,2,μεταγνούς,μεταγιγνώσκω,a-p---ma-
6490,6490,3,.,.,u--------
6491,6491,1,Χορός,χορός,n-s---mn-
6492,6492,1,τοιαῦτα,τοιοῦτος,a-p---na-
6493,6493,2,πάθεα,πάθος,n-p---na-
6494,6494,3,μέλεα,μέλεος,a-p---na-
6495,6495,4,θρεομένα,θρέομαι,v-sppefn-
6496,6496,5,λέγω,λέγω,v1spia---
6497,6497,1,λιγέα,λιγύς,a-p---na-
6498,6498,2,βαρέα,βαρύς,a-p---na-
6499,6499,3,δακρυοπετῆ,δακρυοπετής,a-p---na-
6500,6500,4,",",",",u--------
6501,6501,1,ἰὴ,ἰή,i--------
6502,6502,2,ἰή,ἰή,i--------
6503,6503,3,",",",",u--------
6504,6504,1,ἰηλέμοισιν,ἰάλεμος,n-p---md-
6505,6505,2,ἐμπρεπῆ,ἐμπρεπής,a-p---na-
6506,6506,3,·,·,u--------
6507,6507,4,θρεομένη,θρέομαι,v-sppefn-
6508,6508,5,μέλη,μέλη,n-s---fn-
6509,6509,1,ζῶσα,ζήω,v-sppafn-
6510,6510,2,γόοις,γόος,n-p---md-
6511,6511,3,με,ἐγώ,p-s---ma-
6512,6512,4,τιμῶ,τιμάω,v2spme---
6513,6513,5,.,.,u--------
6514,6514,1,Χορός,χορός,n-s---mn-
6515,6515,1,ἱλεοῦμαι,ἱλάομαι,v1spie---
6516,6516,2,μὲν,μέν,g--------
6517,6517,3,Ἀπίαν,ἄπιος2,a-s---fa-
6518,6518,4,βοῦνιν,βοῦνις,n-s---fa-
6519,6519,5,",",",",u--------
6520,6520,1,καρβᾶνα,κάρβανος,a-s---fa-
6521,6521,2,δʼ,δέ,g--------
6522,6522,3,αὐδὰν,αὐδή,n-s---fa-
6523,6523,1,εὖ,εὖ,d--------
6524,6524,2,",",",",u--------
6525,6525,3,γᾶ,γῆ,n-s---fv-
6526,6526,4,",",",",u--------
6527,6527,5,κοννεῖς,κοννέω,v2spia---
6528,6528,6,.,.,u--------
6529,6529,1,πολλάκι,πολλάκις,d--------
6530,6530,2,δʼ,δέ,g--------
6531,6531,3,ἐμπίτνω,ἐμπίπτω,v1spsa---
6532,6532,4,ξὺν,σύν,r--------
6533,6533,5,λακίδι,λακίς,n-s---fd-
6534,6534,1,λινοσινεῖ,λινοσινής,a-s---fd-
6535,6535,1,Σιδονία,Σιδόνιος,a-s---fd-
6536,6536,2,καλύπτρᾳ,καλύπτρα,n-s---fd-
6537,6537,3,.,.,u--------
6538,6538,1,Χορός,χορός,n-s---mn-
6539,6539,1,θεοῖς,θεός,n-p---md-
6540,6540,2,δʼ,δέ,g--------
6541,6541,3,ἐναγέα,ἐναγής,a-p---na-
6542,6542,4,τέλεα,τέλος,n-p---na-
6543,6543,5,πελομένων,πέλω,v-pppemg-
6544,6544,6,καλῶς,καλός,d--------
6545,6545,1,ἐπίδρομʼ,ἐπίδρομος,v-papamd-
6546,6546,2,",",",",u--------
6547,6547,3,ὁπόθι,ὁπόθι,d--------
6548,6548,4,θάνατος,θάνατος,n-s---mn-
6549,6549,5,ἀπῇ,ἄπειμι,v3spsa---
6550,6550,6,.,.,u--------
6551,6551,1,ἰὼ,ἰώ,i--------
6552,6552,2,ἰώ,ἰώ,i--------
6553,6553,3,",",",",u--------
6554,6554,1,ἰὼ,ἰώ,i--------
6555,6555,2,δυσάγκριτοι,δυσανάκριτος,a-p---mn-
6556,6556,3,πόνοι,πόνος,n-p---mn-
6557,6557,4,.,.,u--------
6558,6558,1,ποῖ,ποῖ,d--------
6559,6559,2,τόδε,ὅδε,p-s---nn-
6560,6560,3,κῦμʼ,κῦμα,p-s---nn-
6561,6561,4,ἀπάξει,ἀπάγω,v3sfia---
6562,6562,5,;,;,u--------
6563,6563,1,Χορός,,n-s---mn-
6564,6564,1,ἱλεοῦμαι,ἱλάομαι,v1spie---
6565,6565,2,μὲν,μέν,g--------
6566,6566,3,Ἀπίαν,ἄπιος2,a-s---fa-
6567,6567,4,βοῦνιν,βοῦνις,n-s---fa-
6568,6568,5,",",",",u--------
6569,6569,1,καρβᾶνα,κάρβανος,a-s---fa-
6570,6570,2,δʼ,δέ,g--------
6571,6571,3,αὐδὰν,αὐδή,n-s---fa-
6572,6572,1,εὖ,εὖ,d--------
6573,6573,2,",",",",u--------
6574,6574,3,γᾶ,γῆ,n-s---fv-
6575,6575,4,",",",",u--------
6576,6576,5,κοννεῖς,κοννέω,v2spia---
6577,6577,6,.,.,u--------
6578,6578,1,πολλάκι,πολλάκις,d--------
6579,6579,2,δʼ,δέ,g--------
6580,6580,3,ἐμπίτνω,ἐμπίπτω,v1spsa---
6581,6581,4,ξὺν,σύν,r--------
6582,6582,5,λακίδι,λακίς,n-s---fd-
6583,6583,1,λινοσινεῖ,λινοσινής,a-s---fd-
6584,6584,1,Σιδονίᾳ,Σιδόνιος,a-s---fd-
6585,6585,2,καλύπτρᾳ,καλύπτρα,n-s---fd-
6586,6586,3,.,.,u--------
6587,6587,1,Χορός,χορός,n-s---mn-
6588,6588,1,πλάτα,πλάτος,n-p---na-
6589,6589,2,μὲν,μέν,g--------
6590,6590,3,οὖν,οὖν,g--------
6591,6591,4,λινορραφής,λινορραφής,a-s---mn-
6592,6592,5,τε,τε,g--------
6593,6593,1,δόμος,δόμος,n-s---mn-
6594,6594,2,ἅλα,ἅλς2,n-s---fa-
6595,6595,3,στέγων,στέγω,v-sppamn-
6596,6596,4,δορὸς,δόρυ,n-s---ng-
6597,6597,1,ἀχείματόν,ἀχείμαντος,a-s---na-
6598,6598,2,μʼ,ἐγώ,n-s---na-
6599,6599,3,ἔπεμπε,πέμπω,v3siia---
6600,6600,4,σὺν,σύν,r--------
6601,6601,5,πνοαῖς,πνοή,n-p---fd-
6602,6602,6,·,·,u--------
6603,6603,1,οὐδὲ,οὐδέ,d--------
6604,6604,2,μέμφομαι,μέμφομαι,v1spie---
6605,6605,3,·,·,u--------
6606,6606,1,τελευτὰς,τελευτή,n-p---fa-
6607,6607,2,δʼ,δέ,g--------
6608,6608,3,ἐν,ἐν,r--------
6609,6609,4,χρόνῳ,χρόνος,n-s---md-
6610,6610,1,πατήρ,πατήρ,n-s---mn-
6611,6611,2,μοι,ἐγώ,p-s---md-
6612,6612,3,παντόπτας,πανόπτης,n-s---mn-
6613,6613,1,πρευμενεῖς,πρευμενής,a-p---fn-
6614,6614,2,κτίσειεν,κτίζω,v3saoa---
6615,6615,3,",",",",u--------
6616,6616,1,Χορός,χορός,n-s---mn-
6617,6617,1,σπέρμα,σπέρμα,n-s---na-
6618,6618,2,σεμνᾶς,σεμνός,a-s---fg-
6619,6619,3,μέγα,μέγας,a-s---na-
6620,6620,4,ματρὸς,μήτηρ,n-s---fg-
6621,6621,1,εὐνὰς,εὐνή,n-p---fa-
6622,6622,2,ἀνδρῶν,ἀνήρ,n-p---mg-
6623,6623,3,",",",",u--------
6624,6624,4,ἒ,ἐέ,i--------
6625,6625,5,ἔ,ἐέ,i--------
6626,6626,6,",",",",u--------
6627,6627,1,ἄγαμον,ἄγαμος,a-s---na-
6628,6628,2,ἀδάματον,ἀδάματος,a-s---na-
6629,6629,3,ἐκφυγεῖν,ἐκφεύγω,v--ana---
6630,6630,4,.,.,u--------
6631,6631,1,Χορός,χορός,n-s---mn-
6632,6632,1,θέλουσα,ἐθέλω,v-sppafn-
6633,6633,2,δʼ,δέ,g--------
6634,6634,3,αὖ,αὖ,d--------
6635,6635,4,θέλουσαν,ἐθέλω,v-sppafa-
6636,6636,5,ἁγνά,ἁγνός,a-s---fn-
6637,6637,6,μʼ,ἐγώ,p1s---fa-
6638,6638,1,ἐπιδέτω,ἐφοράω,v3sama---
6639,6639,2,Διὸς,Ζεύς,n-s---mg-
6640,6640,3,κόρα,κόρη,n-s---fn-
6641,6641,4,",",",",u--------
6642,6642,1,ἔχουσα,ἔχω,v-sppafn-
6643,6643,2,σέμνʼ,σεμνός,n-s---fd-
6644,6644,3,ἐνώπιʼ,ἐνώπιʼ,u--------
6645,6645,4,ἀσφαλῶς,ἀσφαλής,d--------
6646,6646,5,",",",",u--------
6647,6647,1,παντὶ,πᾶς,a-s---md-
6648,6648,2,δὲ,δέ,g--------
6649,6649,3,σθένει,σθένω,v3spia---
6650,6650,1,διωγμοῖς,διωγμός,n-p---md-
6651,6651,2,ἀσχαλῶσʼ,ἀσχαλάω,v3ppia---
6652,6652,1,ἀδμήτας,ἄδμητος,a-s---fg-
6653,6653,2,ἀδμήτα,ἄδμητος,a-s---fn-
6654,6654,1,ῥύσιος,ῥύσιος,a-s---mn-
6655,6655,2,γενέσθω,γίγνομαι,v3samm---
6656,6656,3,",",",",u--------
6657,6657,1,Χορός,χορός,n-s---mn-
6658,6658,1,σπέρμα,σπέρμα,n-s---na-
6659,6659,2,σεμνᾶς,σεμνός,a-s---fg-
6660,6660,3,μέγα,μέγας,a-s---na-
6661,6661,4,ματρὸς,μήτηρ,n-s---fg-
6662,6662,1,εὐνὰς,εὐνή,n-p---fa-
6663,6663,2,ἀνδρῶν,ἀνήρ,n-p---mg-
6664,6664,3,",",",",u--------
6665,6665,4,ἒ,ἐέ,i--------
6666,6666,5,ἔ,ἐέ,i--------
6667,6667,6,",",",",u--------
6668,6668,1,ἄγαμον,ἄγαμος,a-s---na-
6669,6669,2,ἀδάματον,ἀδάματος,a-s---na-
6670,6670,3,ἐκφυγεῖν,ἐκφεύγω,v--ana---
6671,6671,4,.,.,u--------
6672,6672,1,Χορός,χορός,d--------
6673,6673,1,εἰ,εἰ,c--------
6674,6674,2,δὲ,δέ,g--------
6675,6675,3,μή,μή,d--------
6676,6676,4,",",",",u--------
6677,6677,5,μελανθὲς,μελανθής,a-s---nn-
6678,6678,1,ἡλιόκτυπον,ἡλιόκτυπος,a-s---nn-
6679,6679,2,γένος,γένος,n-s---nn-
6680,6680,1,τὸν,ὁ,l-s---ma-
6681,6681,2,γάιον,γάϊος,a-s---ma-
6682,6682,3,",",",",u--------
6683,6683,1,τὸν,ὁ,l-s---ma-
6684,6684,2,πολυξενώτατον,πολύξενος,a-s---mas
6685,6685,1,Ζῆνα,Ζεύς,a-p---nn-
6686,6686,2,τῶν,ὁ,l-p---mg-
6687,6687,3,κεκμηκότων,κάμνω,v-prpamg-
6688,6688,1,ἱξόμεθα,ἱκνέομαι,v1pfim---
6689,6689,2,σὺν,σύν,r--------
6690,6690,3,κλάδοις,κλάδος,n-p---md-
6691,6691,1,ἀρτάναις,ἀρτάνη,n-p---fd-
6692,6692,2,θανοῦσαι,ἀποθνῄσκω,v-papafn-
6693,6693,3,",",",",u--------
6694,6694,1,μὴ,μή,d--------
6695,6695,2,τυχοῦσαι,τυγχάνω,v-papafn-
6696,6696,3,θεῶν,θεός,n-p---mg-
6697,6697,4,Ὀλυμπίων,Ὀλύμπιος,a-p---mg-
6698,6698,5,.,.,u--------
6699,6699,1,Χορός,χορός,n-s---mn-
6700,6700,1,ἆ,ἆ,i--------
6701,6701,2,Ζήν,,n-s---mv-
6702,6702,3,",",",",u--------
6703,6703,4,Ἰοῦς,Ἰώ,n-s---fg-
6704,6704,5,ἰῷ,ἰός,n-s---md-
6705,6705,1,μῆνις,μῆνις,n-s---fn-
6706,6706,2,μάστειρʼ,μάστειρα,n-s---fn-
6707,6707,3,ἐκ,ἐκ,r--------
6708,6708,4,θεῶν,θεός,n-p---mg-
6709,6709,5,·,·,u--------
6710,6710,1,κοννῶ,κοννέω,v1spia---
6711,6711,2,δʼ,δέ,g--------
6712,6712,3,ἄγαν,ἄγαν,d--------
6713,6713,1,γαμετᾶς,γαμετή,n-s---fg-
6714,6714,2,οὐρανόνικον,οὐρανόνικος,a-s---fa-
6715,6715,3,.,.,u--------
6716,6716,1,χαλεποῦ,χαλεπός,a-s---ng-
6717,6717,2,γὰρ,γάρ,g--------
6718,6718,3,ἐκ,ἐκ,r--------
6719,6719,1,πνεύματος,πνεῦμα,n-s---ng-
6720,6720,2,εἶσι,εἶμι,v3spia---
6721,6721,3,χειμών,χειμών,n-s---mn-
6722,6722,4,.,.,u--------
6723,6723,1,Χορός,χορός,n-s---mn-
6724,6724,1,καὶ,καί,d--------
6725,6725,2,τότʼ,τότε,p-s---na-
6726,6726,3,οὐ,οὐ,d--------
6727,6727,4,δικαίοις,δίκαιος,a-p---md-
6728,6728,1,Ζεὺς,Ζεύς,n-s---mn-
6729,6729,2,ἐνέξεται,ἐνέχω,v3sfim---
6730,6730,3,λόγοις,λόγος,n-p---md-
6731,6731,4,",",",",u--------
6732,6732,1,τὸν,ὁ,l-s---ma-
6733,6733,2,τᾶς,ὁ,l-s---fg-
6734,6734,3,βοὸς,βοῦς,n-s---fg-
6735,6735,1,παῖδʼ,παῖς,n-s---ma-
6736,6736,2,ἀτιμάσας,ἀτιμάζω,v-pppafa-
6737,6737,3,",",",",u--------
6738,6738,4,τὸν,ὁ,l-s---ma-
6739,6739,5,αὐ,αὐ,---------
6740,6740,6,-,-,u--------
6741,6741,1,τός,,a-s---mn-
6742,6742,2,ποτʼ,ποτε,d--------
6743,6743,3,ἔκτισεν,κτίζω,v3saia---
6744,6744,4,γόνῳ,γόνος,n-s---md-
6745,6745,5,",",",",u--------
6746,6746,1,νῦν,νῦν,d--------
6747,6747,2,ἔχων,ἔχω,v-sppamn-
6748,6748,3,παλίντροπον,παλίντροπος,a-s---fa-
6749,6749,1,ὄψιν,ὄψις,n-s---fa-
6750,6750,2,ἐν,ἐν,r--------
6751,6751,3,λιταῖσιν,λιτή,n-p---fd-
6752,6752,4,;,;,u--------
6753,6753,1,ὑψόθεν,ὑψόθεν,d--------
6754,6754,2,δʼ,δέ,g--------
6755,6755,3,εὖ,εὖ,d--------
6756,6756,4,κλύοι,κλύω,v3spoa---
6757,6757,5,καλούμενος,καλέω,v-sppemn-
6758,6758,6,.,.,u--------
6759,6759,1,Χορός,,n-s---mn-
6760,6760,1,ἆ,ἆ,i--------
6761,6761,2,Ζήν,Ζεύς,n-s---mv-
6762,6762,3,",",",",u--------
6763,6763,4,Ἰοῦς,Ἰώ,n-s---fg-
6764,6764,5,ἰῶ,,l-s---ma-
6765,6765,6,",",",",u--------
6766,6766,1,μῆνις,μῆνις,n-s---fn-
6767,6767,2,μάστειρʼ,μάστειρα,n-s---fn-
6768,6768,3,ἐκ,ἐκ,r--------
6769,6769,4,θεῶν,θεός,n-p---mg-
6770,6770,5,·,·,u--------
6771,6771,1,κοννῶ,κοννέω,v1spia---
6772,6772,2,δʼ,δέ,g--------
6773,6773,3,ἄγαν,ἄγαν,d--------
6774,6774,1,γαμετᾶς,γαμετή,n-s---fg-
6775,6775,2,οὐρανόνικον,οὐρανόνικος,a-s---fa-
6776,6776,1,χαλεποῦ,χαλεπός,a-s---ng-
6777,6777,2,γὰρ,γάρ,g--------
6778,6778,3,ἐκ,ἐκ,r--------
6779,6779,1,πνεύματος,πνεῦμα,n-s---ng-
6780,6780,2,εἶσι,εἶμι,v3spia---
6781,6781,3,χειμών,χειμών,n-s---mn-
6782,6782,4,.,.,u--------
6783,6783,1,παῖδες,παῖς,n-p---fv-
6784,6784,2,",",",",u--------
6785,6785,3,φρονεῖν,φρονέω,v--pna---
6786,6786,4,χρή,χρή,v3spia---
6787,6787,5,·,·,u--------
6788,6788,6,ξὺν,σύν,r--------
6789,6789,7,φρονοῦντι,φρονέω,v-sppamd-
6790,6790,8,δʼ,δέ,g--------
6791,6791,9,ἥκετε,ἥκω,v2ppia---
6792,6792,1,πιστῷ,πιστός2,a-s---md-
6793,6793,2,γέροντι,γέρων,n-s---md-
6794,6794,3,τῷ,τῷ,d--------
6795,6795,4,δε,,p-s---fn-
